Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,work_id
0.0006591047805996551,0.09483493238106444,0.033246448406007656,0.8686241267427305,0.0006586183639343365,0.0006591218443450288,0.0006588715812985797,0.0006587759000199497,5007118
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,5006320
0.0008400248282023521,0.0008398119061178954,0.0008400169453191373,0.0008405426565846987,0.0008403761721421306,0.0008401683261770818,0.0008400210230133375,0.9941190381424434,4995850
0.0002944908182520193,0.00029450736245450825,0.00029457287178838074,0.0002945095491030731,0.0002944545035932443,0.0002944346070785628,0.9979384997604034,0.0002945305273269505,5075734
0.001127512112856412,0.001127362074924631,0.9921058374934487,0.0011283563459013836,0.0011279971801130995,0.0011274671474034036,0.0011278084080355302,0.001127659237316847,4929865
0.0007826233350521823,0.6771122335072252,0.0007825378745371543,0.0007824630824784841,0.3181935391781731,0.0007820643468299959,0.0007822122408435661,0.0007823264348603227,4976515
0.003909433101056242,0.003909160602855966,0.003911258299261197,0.00391029558034894,0.0039105711771487695,0.003908385874460626,0.003910760451284598,0.9726301349135837,4908538
0.0031285306716030293,0.0031301612295503004,0.9780973015368776,0.0031288670223003543,0.0031298319560904785,0.0031284032082214996,0.0031278636428365646,0.0031290407325201865,5042755
0.00021219901508961038,0.00021225602053984494,0.34556554853863114,0.4629775029559418,0.00021217789173859494,0.1903959075532452,0.00021224145128100804,0.000212166573532736,5085703
0.0006879486492489592,0.0006876891288771608,0.0006881308440558773,0.0006878478020196248,0.0006877163345605212,0.0006878084326324421,0.9951849135677128,0.0006879452408927265,4956577
0.003910123547209012,0.003908751147243991,0.003910497477912843,0.9726252825079841,0.003912296482543363,0.003910217047738645,0.003913263743677197,0.003909568045690931,4994023
0.9846255088618927,0.0021967988277617266,0.002196799388029034,0.00219733031630953,0.0021961564004433377,0.0021954201391466976,0.002196244239086884,0.0021957418273301074,5030722
0.0004794761650992886,0.00047976865727308214,0.00047948619584615976,0.00047961466987959364,0.0004795931874021929,0.0004794263989667536,0.0004797715028268899,0.9966428632227061,4880572
0.0002323256366612072,0.00023230711306104724,0.00023232646509397574,0.587484106942063,0.05007813753907345,0.00023222338453833614,0.32130785728164357,0.04020071563786551,5006515
0.00024308809696302298,0.0002431322781790293,0.0002431322731004457,0.4895934250254702,0.09842296434099017,0.00024310034868818138,0.41076803450676325,0.0002431231298455964,5066755
0.0017646751573991192,0.0017636853122870253,0.4509859528225235,0.35431402522062244,0.0017626760503361423,0.18588258263681923,0.0017628578616612843,0.0017635449383512302,5056036
0.3623737589706497,0.0010612212112273557,0.12198532369195333,0.5103351739967835,0.0010612195569528085,0.001060983198901061,0.0010611301074894969,0.001061189266042672,5058223
0.000313568515624825,0.9978047087156421,0.00031355312070656367,0.00031366082458860747,0.00031361497239315106,0.00031354045851420865,0.0003137211066613795,0.00031363228586912427,4919329
0.0008877413901907081,0.9937858157926216,0.0008877565554679423,0.0008880610394292722,0.0008874656344199934,0.000887800663846075,0.0008876309193869685,0.0008877280046372175,5085778
0.0016265224059935882,0.0016259918437335364,0.0016254717450755341,0.0016268249842390017,0.9886185964550827,0.001625401281017318,0.0016260726888884874,0.001625118595969972,4966549
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,4946347
0.7684669266651372,0.0004391780760926087,0.00043938886427093805,0.22889720871978833,0.0004395598444245018,0.0004392868801530516,0.0004392005209263171,0.00043925042920716175,5050006
0.001813977470180011,0.0018149144218379905,0.001813529024063049,0.0018153626529036778,0.0018141029685978178,0.9872994005077596,0.0018145885565141527,0.0018141243981436687,4929040
0.0005770895286021668,0.0005767806449988721,0.0005768347783143366,0.0005771446249161158,0.0005768425696088383,0.000576807859568237,0.9959616282652577,0.0005768717287336113,5007220
0.0031304273272333926,0.0031269310213449955,0.003128425133899193,0.9780996370507506,0.0031288185817382936,0.0031277313106841706,0.003129688097371882,0.0031283414769772973,4934176
0.9936035446676125,0.0009137006082000797,0.0009133507659493012,0.0009142486879790731,0.000913724312767023,0.0009134639055631034,0.0009140975112970259,0.0009138695406318191,4965496
0.0016697449667769336,0.001668641360344877,0.001669817815334902,0.001669358390565542,0.0016686039222030677,0.0016691109691271964,0.0016688948701289075,0.9883158277055186,5107628
0.0011697354873274402,0.0011696092825891561,0.9918115666616326,0.0011697204806591548,0.0011704028191271488,0.001169528656761023,0.001169507310266488,0.0011699293016369059,5043361
0.00023614622508406837,0.00023616087368447737,0.0002362024200355904,0.9983466044702225,0.00023621519497515133,0.00023619062290633472,0.0002362049100438412,0.0002362752830480934,4949449
0.00048528758547109537,0.00048533065250681265,0.0004854739254001247,0.5974866133168739,0.00048551278640494605,0.00048518979216629027,0.39960122067141013,0.00048537126976667044,4938511
0.0002738824234807046,0.0002739312826555795,0.0002739178652523774,0.7584884748878901,0.00027392055180745095,0.0002738461863412764,0.2398681193643784,0.000273907438194243,4925182
0.0001356147899808325,0.0001355910312571401,0.999050697493653,0.00013566980291479085,0.00013563023918437638,0.00013558882963905325,0.0001355988930323477,0.00013560892033842288,4815728
0.0004813580107860327,0.00048186722772968827,0.000481343080622986,0.9966295935188697,0.00048138959569050396,0.0004813482956439217,0.0004816442377454147,0.0004814560329118366,4918636
0.1332537270224119,0.00011912488443451146,0.00011914416115495206,0.3947394038895135,0.2743033581545757,0.00011908750506122183,0.00011912179644243509,0.19722703258640584,4807733
0.2130838573789024,0.0005109348174098585,0.0005111048632675275,0.4893753199459394,0.0005111949861613051,0.0005109249492673177,0.000510975540396572,0.29498568751865556,4994512
0.997088701355578,0.0004157400810779733,0.00041600142671271073,0.00041592077631779847,0.0004161444679713951,0.00041580584426984224,0.000415813300170429,0.0004158727479018348,4917364
0.00024937258542930994,0.0002493925350320195,0.00024941547816198365,0.9982543185740609,0.0002493702311579044,0.00024936510811857224,0.00024939244422837677,0.0002493730438109143,4865510
0.9962231276095239,0.0005394046090145706,0.0005395389072576318,0.0005396094339087348,0.0005396307700078801,0.0005396758944070032,0.0005394052053908134,0.0005396075704893845,4993090
0.0002140202557093818,0.2450818199357282,0.0002139987772536028,0.1783823397523936,0.00021395674282214481,0.0002139841072544147,0.5754658958769712,0.00021398455186752007,5047936
0.0007071384087570854,0.0007076627851298824,0.0007068675169578768,0.0007071472064010113,0.0007070394737004358,0.0007070729222263638,0.0007075175067583796,0.9950495541800688,5028397
0.004471776392510305,0.004468604701953064,0.004471273010544633,0.004471695827843917,0.004469260198740718,0.004467414750535924,0.9687114546443714,0.004468520473500062,4922923
0.000955665176997127,0.0009549077134184888,0.0009550543560250436,0.0009558690296526053,0.0009554700853633116,0.9933125607747607,0.0009551115930562622,0.0009553612707263673,4943851
0.0026649313297203844,0.002662552855787011,0.0026637879936799195,0.6939662210031016,0.0026629683521864414,0.002663267045618549,0.2900525684032495,0.0026637030166565875,5012179
0.00045523731578364114,0.00045521883453371445,0.00045519607031497134,0.0004553638611111761,0.9968135128346814,0.00045519976215965135,0.00045512612059627074,0.00045514520081924015,5104208
0.0012389408683335236,0.0012389505940154347,0.0012391934737368989,0.0012397273095213427,0.0012392075528176304,0.9913253355476047,0.0012393895283893197,0.0012392551255811996,5051407
0.0008403550496203897,0.994117971565585,0.0008403662544203182,0.0008408070554345608,0.0008401534123843326,0.0008401258932041062,0.0008402861518436259,0.0008399346175076245,5104013
0.0022783240723943574,0.002276339458094119,0.9840642180370859,0.00227674886162921,0.002276617698801968,0.0022752893839415155,0.0022759938038312017,0.002276468684221677,5050258
0.28062627310547117,0.0005109109990397487,0.0005110392860113653,0.7163079075918811,0.0005110153551687307,0.000511063061676591,0.0005109248140875159,0.0005108657866637639,4918219
0.00041167951958249506,0.0004117335743272375,0.0004117187807481821,0.00041177052351527144,0.997118044856714,0.00041180380029616037,0.0004116391575359022,0.00041160978728070516,5051089
0.000993999855164534,0.9930434338218518,0.0009939771355294078,0.0009939293492860562,0.0009936792106698962,0.0009932412473040958,0.000993855582127742,0.0009938837980663737,4998583
0.1960151321094339,0.0002663701834884542,0.00026641804863614544,0.4556939483591817,0.07204481961663818,0.00026638004659595407,0.0002664180903952407,0.27518051354563056,4907359
0.7081872230553916,0.041667545074322576,0.041666669943567304,0.04173293161735541,0.041667245380769116,0.04170066879796487,0.0416666702763425,0.041711045854286664,4777469
0.0008880194226155129,0.0008876109813688092,0.8343908823187989,0.0008879644653317259,0.0008878633516784005,0.0008879439997047365,0.16028152749418767,0.0008881879663143544,7888600
0.0008813144992679859,0.000881104851567134,0.0008812851735634522,0.9938303859344592,0.0008818492980711809,0.0008813876921201586,0.0008810327313231169,0.0008816398196278761,4960447
0.0010092699981261565,0.0010093648033901426,0.0010102154575356557,0.9929334026585368,0.001009285060044335,0.0010094676120040427,0.001009383594155065,0.001009610816207701,4924027
0.0013459527501934678,0.0013457224868198556,0.0013456516351861986,0.001345678687861105,0.0013457447842145683,0.990579361838669,0.0013457459701847379,0.0013461418468709147,4939678
0.003913563676164985,0.003909249975382247,0.9726156452974417,0.003912012982348364,0.0039120424091134585,0.003913882888109361,0.003910493691280758,0.003913109080159063,5032951
0.0013762221746531373,0.0013750447163368169,0.0013772733548488506,0.001376456955558799,0.9903674260095207,0.001375405084193667,0.0013757919123880149,0.0013763797924999969,5027530
0.0004705879844332104,0.00047045760577806126,0.00047061099954304213,0.00047066997490686347,0.0004704792501136784,0.00047048459488028014,0.0004705886857475116,0.9967061209045973,5104679
0.0009006778770941948,0.0009016911586667086,0.0009007645624613575,0.43715870343390006,0.0009002280524293519,0.0009011010969726189,0.0009007605808232004,0.5574360732376527,5018197
0.0002018503664588612,0.00020178283127854333,0.00020186317940216393,0.00020193918714834437,0.00020183967664823095,0.9985870497769284,0.00020181549917454614,0.00020185948296089462,5116931
0.0009202244378685297,0.0009206232404872421,0.0009202877075607453,0.24096851855411014,0.7535095754990674,0.000920183794189985,0.0009203163299360298,0.0009202704367799355,4939942
0.002195667610921093,0.0021954819877999052,0.0021962652940628645,0.0021977932100519975,0.002195841221267743,0.002196185000925737,0.0021957896897336587,0.9846269759852371,5082970
0.1150335327226319,0.000993845557531632,0.2557051328989283,0.4921080714712391,0.0009939623749155976,0.13317803354366786,0.0009936073532823767,0.0009938140778031912,5055655
0.000502779441601034,0.0005027249844983948,0.0005028675789087201,0.0005028911069655307,0.9964804393120705,0.0005028114665965735,0.0005027806079012468,0.0005027055014578817,5077207
0.0010433764049270283,0.0010430396006157448,0.0010430153891496051,0.9926955199445836,0.0010435144163188667,0.0010436695637183952,0.0010438869706844382,0.0010439777100022909,4967176
0.0027226969631104075,0.45689540100691245,0.0027220997809943135,0.5267744553492557,0.0027197055432652507,0.0027192215308018625,0.002724590175253431,0.0027218296504066073,5085631
0.0003900470516928297,0.0003898347727066033,0.0003901133823509364,0.00039016311796859015,0.0003900944355646198,0.0003899953974294996,0.9972696948045855,0.000390057037701322,4924210
0.9992466725938817,0.00010760935745775826,0.00010760478033666269,0.00010764597436554252,0.00010760954406761047,0.00010761615802217349,0.00010762015532750063,0.00010762143654104609,4829483
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,5079979
9.600575052122615e-05,9.597950293972356e-05,9.601549906272041e-05,0.8212991306373091,0.07563140194499635,9.597859064258205e-05,9.599959905670496e-05,0.10258948847547164,4945153
0.02588577971956311,0.21621644443312066,0.155365663975458,0.381875273098443,0.0005933196515715485,0.0005932838784839013,0.21887688970919453,0.0005933455341652731,4776677
0.000316835962948178,0.9977819746038757,0.0003167959464237123,0.0003169925400604918,0.0003168725209993815,0.0003167717853492239,0.0003168806646555165,0.0003168759756876644,4907179
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,4933999
0.0012033389294724838,0.0012031432371211205,0.0012033345015849172,0.0012038163553282808,0.0012033680281092135,0.001202937040486825,0.9915764538414391,0.001203608066458005,4939708
0.011378260381642975,0.011368526069262662,0.011374164001410447,0.011380648011478114,0.011376823440862846,0.011382817297453666,0.26459659006066777,0.6671421707372216,4940767
0.961889592202413,0.0054460950010548174,0.005442144689879381,0.005442875441749364,0.005450841472283083,0.0054458132157663335,0.005440153491620303,0.005442484485233732,5060860
0.006256056475201776,0.006256511675902589,0.00626116998307669,0.9561790914261832,0.006265400059342417,0.006263175064763897,0.0062598420883097595,0.006258753227219596,4926565
0.27416429712208834,0.0003936551762337994,0.0003935695766916527,0.7234740364958361,0.0003936429510509602,0.0003935245170433901,0.0003935663438129575,0.0003937078172426823,5004910
0.8904922868362751,0.015647658201932618,0.015646545749231786,0.015656155896627468,0.015641436133507585,0.015641671807718516,0.0156297771646361,0.015644468210070758,4945711
0.3131569301670526,0.0002686185044805985,0.00026870149020902353,0.6852310878344589,0.0002686339138307617,0.0002686863781776765,0.00026857429309596123,0.00026876741869462584,5048527
0.005226912444688101,0.9634661738296567,0.0052210134515927615,0.005214009354098793,0.00522043773278392,0.005215286470464528,0.005221168268833047,0.005214998447882009,5001379
0.0007074792847159653,0.0007070623708244864,0.0007071638618981316,0.7211277609950698,0.0007071327012610263,0.0007070697927040081,0.0007076823482156337,0.2746286486453108,4951816
0.002503651115376084,0.0025032233171522252,0.002504121646700163,0.0025034460820938255,0.9824750775532037,0.0025031851738373267,0.0025024484373646107,0.0025048466742721947,17934851
0.0008127855380100215,0.0008132027062231405,0.9329079843765049,0.00081307713782779,0.062213353047545175,0.0008137508154034931,0.0008130899484824325,0.0008127564300030707,4967947
0.004314752890618341,0.004314522082997942,0.004316308812150949,0.0043154215347558185,0.004328213676454902,0.004315407287786441,0.9697806589563785,0.0043147147588570274,5090465
0.2692685444836735,0.0024541931712624035,0.20664880280553974,0.5118108852909679,0.0024531730295750177,0.0024546169559736585,0.002455168917011289,0.0024546153459964865,4978693
0.00041306682245951143,0.00041318518842823455,0.9971076365428326,0.0004133956129329479,0.0004132467594126059,0.0004130331007121487,0.000413309385587609,0.0004131265876342841,4935379
0.0002484191174830717,0.0002485003396049675,0.0391708823788063,0.4274276661328933,0.00024836324471755637,0.000248298431580396,0.5321594896008406,0.000248380754073824,5023786
4.235434369551394e-05,4.2344748903044186e-05,4.235505935992386e-05,0.5881183373299053,0.10103208134273753,4.2339937275718656e-05,0.3106378321224392,4.23551156838481e-05,4977730
0.0015454642598122486,0.001545042278422164,0.0015455422052960237,0.0015459511648661147,0.001545113752403846,0.001545039646888383,0.0015448280043105869,0.9891830186880005,5117555
0.00024214213450339094,0.00024217715802627454,0.00024215877018658686,0.3669200178199564,0.00024213114211588276,0.00024216247431280776,0.6316270056861706,0.00024220481472792937,4752572
0.0006045274748936752,0.9957679928697359,0.0006046266883444123,0.0006046286055657381,0.000604619686308473,0.0006044254454753455,0.0006047204249362217,0.0006044588047403095,5050003
0.04581001983720819,0.0007631419369935169,0.0007635094272790102,0.458754645486745,0.15424988130821596,0.0007634612076169247,0.3381316674660429,0.0007636733298985728,5066737
0.4437842039994055,0.0020852808247069443,0.002086332752847333,0.5436995919582567,0.0020859354895831944,0.002085514561673461,0.0020872637857020757,0.002085876627824971,5060086
0.00013040826942889775,0.00013041174264029684,0.00013041601801585149,0.9990871520906778,0.00013040623066246828,0.00013039410796033475,0.00013041266773112581,0.0001303988728833147,4940047
0.0009007872964995499,0.0009008099155288176,0.2905160785830908,0.704079355678792,0.0009006774747715151,0.000900539601336237,0.0009008770188647922,0.0009008744311164191,4985017
0.001052051346471757,0.9926357379007857,0.0010519869338027812,0.0010523291336215215,0.0010521442567073816,0.0010518003151243848,0.0010517652255973657,0.0010521848878889265,4944334
0.00069989405242712,0.0006992533169648572,0.34520900228937174,0.0006996745049338229,0.6505940081580096,0.0006993080225228857,0.0006994720693600758,0.0006993875864099173,4912564
0.002663358954534643,0.00266153692982245,0.9813582406842268,0.0026626995425955736,0.0026642123160291603,0.002662143742578619,0.0026631137271115246,0.0026646941031011244,5103935
0.9618927506085266,0.005439007540156028,0.005444859957648267,0.005444531817626084,0.005445906792469196,0.00544158587932792,0.005444985189964136,0.005446372214281704,5108333
0.0016911760885456827,0.0016909230986134891,0.0016914109643497862,0.9881605288927965,0.0016915194647365423,0.0016916628956387052,0.0016913099411163476,0.001691468654202894,5095094
0.1642351319509155,0.0013903575325646528,0.12365840567166184,0.7051522729105992,0.0013909032875231615,0.0013913084488127456,0.001390530414228591,0.0013910897836943445,4953283
0.0008516119393365344,0.000851330680363129,0.9940393620354234,0.0008517715061389579,0.0008516643885158327,0.0008513943852533841,0.0008514718577673681,0.0008513932072015025,5074096
7.225911112167068e-05,7.224898784671911e-05,7.230838387031082e-05,0.9994940897710323,7.226920677512752e-05,7.227719753217759e-05,7.226889307697002e-05,7.227844874471892e-05,4828082
0.0008755282808852377,0.0008759068768208298,0.0008754717579307159,0.48193832342233367,0.0008753398916878748,0.000875000036919715,0.5128089484612081,0.0008754812722138848,5110907
0.0004966977223877324,0.0004964823888946512,0.0004967522538513381,0.0004968082901327448,0.000496599450373006,0.0004969603712498858,0.0004965249528983283,0.9965231745702123,4917307
3.0048581479898033e-05,0.0015480734514719055,0.0864122514974071,0.2783193461199009,0.4833968612527131,3.0041045490904625e-05,3.0049630460686136e-05,0.15023332842107567,4974925
0.0010696671205201835,0.9925117385321668,0.0010697308614489205,0.0010701162625946729,0.0010700271724778047,0.0010695838107752681,0.0010694546115821246,0.0010696816284342249,5014864
0.9663089379313385,0.004813003690631067,0.004811822035604489,0.004819558799605434,0.004812032902572706,0.004811749011363409,0.004812398876898253,0.0048104967519862225,5081194
0.00568975592799667,0.005686866506411684,0.9601779519192893,0.005694538541505997,0.005686829197107256,0.005685861193870261,0.005687288929418349,0.005690907784400363,5027881
0.0011689829851096519,0.0011689762995411074,0.991816694737718,0.001169341266072609,0.0011691097117180963,0.0011689085977919097,0.0011690539731935238,0.0011689324288550599,5055991
0.002051298907020404,0.9856400405834269,0.0020515647217734683,0.0020517080730754014,0.0020509968845457893,0.0020509391516921357,0.0020519983528208474,0.002051453325644983,4931665
0.00015968126524751382,0.00015962168839256662,0.3738006088909786,0.6252413044018833,0.0001596939866510078,0.00015969610734153366,0.00015967800804308008,0.00015971565146235376,4929925
0.0019550109570108895,0.0019563470705082106,0.001956289348977834,0.42896040891581605,0.00195612885829647,0.00195497155583519,0.44888112835604727,0.11237971493750823,5103983
0.0011689829851096519,0.0011689762995411074,0.991816694737718,0.001169341266072609,0.0011691097117180963,0.0011689085977919097,0.0011690539731935238,0.0011689324288550599,5055997
0.0034766877823074684,0.003476974308449253,0.0034797595605448764,0.0034779162987695115,0.9756591656900918,0.0034772592051188767,0.0034750540416240133,0.003477183113093895,4914421
0.0014390050326743935,0.0014390564953003435,0.0014390827225221148,0.0014393319469393955,0.9899273301087802,0.001438765802047358,0.0014382797368891044,0.0014391481548470706,44022420
0.0016473572946323163,0.0016472167704228823,0.0016476080418496811,0.0016480476532821499,0.0016469174674792072,0.0016479918504407034,0.0016473504706490986,0.9884675104512439,5104001
0.9879951192327827,0.0017141248075315592,0.0017153188084006123,0.0017158183746750094,0.0017151559297092472,0.0017149618548193192,0.0017155227928539168,0.0017139781992275744,5084119
0.0014901568427019725,0.0014899218306499938,0.001490323376247805,0.0014903157303833672,0.9895682843783433,0.0014905902470761208,0.0014895478085862497,0.0014908597860113,4953406
